Date,AAPL,IBM,MSFT,GOOG
2014-10-21,378495600,20949800,36433800,2336297
2014-10-22,273052400,11084800,33570900,2919293
2014-10-23,284298800,7599400,45451900,2348831
2014-10-24,188215600,6652100,61076700,1973102
2014-10-27,136750800,4989100,30371300,1185345
2014-10-28,192243600,7895300,29049800,1270980
2014-10-29,210751600,4739300,30276100,1770548
2014-10-30,162619200,3896000,30073900,1455686
2014-10-31,178557200,5818000,35849700,2035072
2014-11-03,209130400,4688200,23130400,1382285
2014-11-04,166297600,4246900,21530800,1244207
2014-11-05,149743600,4104700,22449600,2032264
2014-11-06,139874000,4067600,33037800,1333250
2014-11-07,134766000,3494800,28000600,1633773
2014-11-10,108782000,4958200,36370100,1134607
2014-11-11,109769200,3534400,23445200,965544
2014-11-12,187769600,3378200,22722100,1129693
2014-11-13,238091600,3239700,26210400,1339367
2014-11-14,176254400,4978400,29081700,1289531
2014-11-17,186986800,4798900,30318600,1726026
2014-11-18,176896000,5410100,23995500,1962674
2014-11-19,167476800,3802600,26177500,1392212
2014-11-20,173582000,4183100,21510600,1563381
2014-11-21,228717200,4076900,42884800,2224290
2014-11-24,189803200,6619000,35434200,1706372
2014-11-25,275361600,4062400,28008000,1789901
2014-11-26,163073200,3966000,27163600,1522970
2014-11-28,99257600,2405500,21534400,1148344
2014-12-01,335256000,4168400,31191600,2115392
2014-12-02,237395600,3465700,25773500,1526680
2014-12-03,172253600,6429100,23534800,1277999
2014-12-04,168178000,3859400,30320400,1392112
2014-12-05,153275600,3013500,27313400,2565625
2014-12-08,230659600,2851000,26663100,2329378
2014-12-09,240832000,3861200,24330500,1871324
2014-12-10,178261200,4072800,30431800,1712288
2014-12-11,165606800,3989600,29060400,1610810
2014-12-12,224112400,8611700,34248400,1994561
2014-12-15,268872400,6500300,29247800,2813403
2014-12-16,243162800,6782600,47801400,3964254
2014-12-17,213647200,5131000,34970900,2883194
2014-12-18,236024800,7302400,40105600,2926713
2014-12-19,353719200,8864900,64551200,3690204
2014-12-22,180670000,4682500,26566000,2723758
2014-12-23,104113600,4043300,23648100,2197617
2014-12-24,57918400,1868100,11437800,705933
2014-12-26,134884000,1912200,13197800,1040549
2014-12-29,110395600,3331800,14439500,2278539
2014-12-30,119526000,2829900,16384700,876299
2014-12-31,165613600,4011900,21552500,1368246
2015-01-02,212818400,5525500,27913900,1447563
2015-01-05,257142000,4880400,39673900,2059840
2015-01-06,263188400,6146700,36447900,2899940
2015-01-07,160423600,4701800,29114100,2065054
2015-01-08,237458000,4236800,29645200,3353582
2015-01-09,214798000,4488300,23944200,2071371
2015-01-12,198603200,4187600,23651900,2326771
2015-01-13,268367600,4377500,35270600,2370490
2015-01-14,195826400,4690300,29719600,2235721
2015-01-15,240056000,4248400,32750800,2715836
2015-01-16,314053200,5756000,35695300,2298293
2015-01-20,199599600,8392800,36161900,2232011
2015-01-21,194303600,11897100,39081100,2268712
2015-01-22,215185600,6120100,35898000,2676929
2015-01-23,185859200,4834800,26211600,2281747
2015-01-26,222460000,7888100,42525500,1543727
2015-01-27,382274800,5659600,169164000,1904013
2015-01-28,585908400,4495900,84507100,1683810
2015-01-29,337745600,8320800,63585300,4186362
2015-01-30,334982000,6563600,78004900,5606350
2015-02-02,250956400,4712200,50352500,2849803
2015-02-03,207662800,5539400,52082400,2038682
2015-02-04,280598800,3678500,41614800,1663655
2015-02-05,168984800,5253600,36548200,1849765
2015-02-06,174826400,3256500,34616600,1763529
2015-02-09,155559200,3057700,31381100,1267771
2015-02-10,248034000,4440600,29670700,1749891
2015-02-11,294247200,3626700,38262500,1377772
2015-02-12,297898000,3333100,33268800,1620236
2015-02-13,217088800,3706900,40264900,1900303
2015-02-17,252609600,2894500,33695700,1616827
2015-02-18,179566800,4358400,27111700,1453079
2015-02-19,149449600,3504400,27603400,989108
2015-02-20,195793600,3353000,29721100,1444355
2015-02-23,283896400,2714400,32518800,1457892
2015-02-24,276912400,4701600,25271700,1005052
2015-02-25,298846800,4004600,29759800,1826000
2015-02-26,365150000,7110800,28957300,2311529
2015-02-27,248059200,4410000,33807700,2410199
2015-03-02,192386800,5917900,31924000,2129631
2015-03-03,151265200,3234400,31748600,1704768
2015-03-04,126665200,3633600,25748700,1876839
2015-03-05,226068400,3791700,23193500,1389605
2015-03-06,291368400,4540200,36248800,1659143
2015-03-09,354114000,5193900,32108000,1062108
2015-03-10,275426400,4601000,39159700,1792307
2015-03-11,275756000,5709900,32215300,1820785
2015-03-12,193450800,4567300,59992500,1389605
2015-03-13,207309200,6064100,58007700,1703564
2015-03-16,143497200,3749600,35273500,1640993
2015-03-17,204092400,3311700,31673400,1805544
2015-03-18,261083600,5738800,44194800,2134544
2015-03-19,183238000,3878600,33879100,1197278
2015-03-20,274780400,9006400,71904500,2616865
2015-03-23,150838800,5930100,26246100,1643801
2015-03-24,131369200,4346100,25513300,2583273
2015-03-25,206620800,5428900,43469900,2152293
2015-03-26,190291600,4396000,37495600,1572606
2015-03-27,158184800,3477900,34401400,1897495
2015-03-30,188398800,4138000,35049700,1287525
2015-03-31,168362400,4255400,34887200,1588048
2015-04-01,162485600,3700800,36865300,1963075
2015-04-02,128880400,4671600,37487500,1716399
2015-04-06,148776000,3465700,39223700,1324426
2015-04-07,140049200,3148000,28809400,1302867
2015-04-08,149316800,2524300,24753400,1178527
2015-04-09,129936000,2263500,25723900,1557865
2015-04-10,160752000,2515700,28022000,1409459
2015-04-13,145460400,3868900,30276700,1645305
2015-04-14,102098400,2719300,24244400,2604130
2015-04-15,115881600,3498800,27343600,2318849
2015-04-16,113476000,3136900,22509700,1299859
2015-04-17,207828000,4314400,42387600,2151892
2015-04-20,188217200,9609200,46057700,1679298
2015-04-21,129740400,9683600,26013800,1844751
2015-04-22,150618000,4024800,25064300,1593563
2015-04-23,183083600,8235600,46309500,4184858
2015-04-24,178103600,3888400,130933700,4932505
2015-04-27,387816800,3168600,59248200,2398000
2015-04-28,475696000,5816700,60730800,1491000
2015-04-29,253544400,4518400,47804600,1698800
2015-04-30,332781600,5062900,64725500,2082200
2015-05-01,234050400,3312100,38937300,1768200
2015-05-04,203953200,4028000,34039500,1308000
2015-05-05,197085600,3593600,50369200,1383100
2015-05-06,288564000,3612600,52433000,1567000
2015-05-07,175763600,2472000,32971700,1546300
2015-05-08,222201600,3092600,35364900,1527600
2015-05-11,168143200,2661000,24609400,905300
2015-05-12,192640000,2962400,29928300,1634200
2015-05-13,138776800,2457500,34184600,1252300
2015-05-14,180814000,2439100,32980900,1403900
2015-05-15,152832000,2916600,28642700,1971300
2015-05-18,203531600,1970600,24136500,2003400
2015-05-19,178532800,2523000,28574800,1966900
2015-05-20,145819600,2300300,25047900,1430800
2015-05-21,158921600,2295600,22410700,1462700
2015-05-22,182384000,2849700,25720600,1176200
2015-05-26,282790400,3854200,29581900,2406500
2015-05-27,183332800,2764400,27335600,1525000
2015-05-28,122933200,1731400,19283700,1029800
2015-05-29,203538000,4092000,36519600,2597400
2015-06-01,128451200,2985500,28837300,1904300
2015-06-02,134670400,2571400,21498300,1939000
2015-06-03,123934000,2131000,28002200,1717000
2015-06-04,153800400,3079300,27745500,1348300
2015-06-05,142507200,3100500,25438100,1388200
2015-06-08,210699200,3758700,22121600,1520600
2015-06-09,224301600,3395900,24406100,1455300
2015-06-10,156349200,4680500,28417400,1815000
2015-06-11,141563600,3464000,27347800,1217500
2015-06-12,147544800,3065100,23931000,955800
2015-06-15,175955600,4245700,33254500,1632700
2015-06-16,125976400,3249800,27070300,1071800
2015-06-17,131672400,2863000,28704100,1294200
2015-06-18,141628800,3330900,32658300,1833100
2015-06-19,218867600,7074000,63837000,1893500
2015-06-22,136157200,2335800,20318100,1250300
2015-06-23,121075600,3701600,25896500,1197500
2015-06-24,221123600,3548100,34890900,1286600
2015-06-25,127752400,2408900,20616000,1335700
2015-06-26,176267200,8946000,49835300,2109100
2015-06-29,196645600,3314700,34081700,1937800
2015-06-30,177482800,3597300,35945400,2217200
2015-07-01,120955200,3214500,28343900,1961000
2015-07-02,108844000,2852700,21752000,1235900
2015-07-06,112241600,3079800,23034000,1280500
2015-07-07,187787200,3549900,36435800,1597200
2015-07-08,243046400,2776300,39785900,1296700
2015-07-09,314380000,4199700,32424700,1842300
2015-07-10,245418000,4538300,25465800,1956700
2015-07-13,165762000,4229000,28178300,2206500
2015-07-14,127072400,3025300,22880300,3244100
2015-07-15,134596800,1998000,26629600,1784600
2015-07-16,144889600,3529900,26271700,4768300
2015-07-17,184658800,4356400,29467100,11164900
2015-07-20,235600800,7377800,30631900,5860900
2015-07-21,307025600,13752300,42781900,3377200
2015-07-22,461802400,7181800,59152400,3929300
2015-07-23,203998000,5034200,33934000,3029100
2015-07-24,168649200,3778200,32333200,3625700
2015-07-27,177822000,3706200,39701400,2675400
2015-07-28,134472400,2721000,34328900,1727300
2015-07-29,148046800,3378400,40945900,1575100
2015-07-30,134513200,1994700,39777900,1474200
2015-07-31,171540000,3580200,31201500,1706100
2015-08-03,279904000,4615700,24125900,1304500
2015-08-04,496554400,5260600,33403900,1490900
2015-08-05,397250400,3472800,26959700,2334300
2015-08-06,211612000,3004800,27368000,1572600
2015-08-07,154681600,3794900,19163000,1403900
2015-08-10,219806400,4613400,23079900,1809200
2015-08-11,388331200,3167100,29237400,5029200
2015-08-12,404870000,3560300,30181400,2936700
2015-08-13,194143200,2533400,22627200,1810700
2015-08-14,171718000,3226400,21473400,1072100
2015-08-17,163538800,2249600,21099700,1051700
2015-08-18,138242800,2018300,23574100,1456100
2015-08-19,193146000,4206400,31485500,2134100
2015-08-20,274006400,4011500,36238200,2855300
2015-08-21,513102000,7362100,70053100,4265200
2015-08-24,648825200,10189700,88753700,5770300
2015-08-25,414406400,7073200,70616600,3538000
2015-08-26,387098400,6221800,63408000,4235900
2015-08-27,338464400,4976600,50943200,3491300
2015-08-28,212657600,4076300,28246700,1978700
2015-08-31,224917200,4093100,34441700,2176700
2015-09-01,307383600,5272000,49688900,3702100
2015-09-02,247555200,4252000,37671500,2575600
2015-09-03,212935600,3603500,28285200,1759600
2015-09-04,199985200,4201100,37138800,2089000
2015-09-08,219374400,3933300,32469800,2279500
2015-09-09,340043200,3407800,33469500,1702100
2015-09-10,251571200,3461700,31366600,1905300
2015-09-11,199662000,3115100,27132500,1373500
2015-09-14,233453600,3226700,23656000,1702300
2015-09-15,173364800,2717100,28882200,2084400
2015-09-16,148694000,2799200,23372200,1286500
2015-09-17,256450400,4003000,32768200,2274700
2015-09-18,297141200,7975800,63143700,5133400
2015-09-21,200888000,3825000,26177200,1788500
2015-09-22,201384800,3564100,28085900,2562900
2015-09-23,143026800,2674200,17145200,1470900
2015-09-24,200878000,3280300,27905600,2240100
2015-09-25,224607600,3474400,29384600,2174000
2015-09-28,208436000,4317300,27613800,3127700
2015-09-29,293461600,4763500,32763600,2309500
2015-09-30,265892000,3946200,34958900,2413400
2015-10-01,255716400,3880900,28657900,1867600
2015-10-02,232079200,3054400,41839000,2684800
2015-10-05,208258800,5131800,34369300,1803600
2015-10-06,192787200,3018100,27017200,2166300
2015-10-07,187062400,2980800,27711500,2092700
2015-10-08,247918400,4794400,33772700,2182100
2015-10-09,211064400,3531100,28600600,1648700
2015-10-12,121868800,3227600,19769100,1275200
2015-10-13,132197200,3915700,19987800,1807700
2015-10-14,177849600,3353000,24697800,1415500
2015-10-15,150694000,3476200,27189400,1885700
2015-10-16,156930400,3483700,26450300,1611100
2015-10-19,119036800,7954700,29387600,1477300
2015-10-20,195871200,16025600,30802200,2498200
2015-10-21,167180800,6990600,25144300,1791100
2015-10-22,166616400,5583200,56637100,4071000
2015-10-23,237467600,5370400,135227100,6653900
2015-10-26,265335200,3489400,64633300,2716600
2015-10-27,279537600,15008500,50999900,2245800
2015-10-28,342205600,8511400,47000800,2178900
2015-10-29,204909200,3710400,30202100,1456000
2015-10-30,197461200,3984000,46619800,1908800
2015-11-02,128813200,3822200,30285000,1886300
2015-11-03,182076000,4349400,36596900,1565400
2015-11-04,179544400,3516900,37087800,1706700
2015-11-05,158210800,5096900,31468500,1861600
2015-11-06,132169200,4744900,32851200,1511600
2015-11-09,135485600,8075600,32513100,2069800
2015-11-10,236511600,4520800,55283700,1608000
2015-11-11,180872000,3164800,36516300,1366400
2015-11-12,130102400,4701400,35361100,1837200
2015-11-13,183249600,4613800,36848200,2075500
2015-11-16,152426800,4190800,32165200,1905900
2015-11-17,110467600,2815100,31551300,1510900
2015-11-18,186698800,4149200,29710000,1684300
2015-11-19,173183200,4753600,28149200,1327100
2015-11-20,137148400,5176400,37147600,2212300
2015-11-23,129930000,5137900,28235900,1414500
2015-11-24,171212800,3407700,24600000,2333100
2015-11-25,85553200,3238200,21005100,1122100
2015-11-27,52185600,1415800,9009100,838500
2015-11-30,156721200,4545600,56241400,2097600
2015-12-01,139409600,4195100,39952800,2134600
2015-12-02,133546400,3725400,47274900,2230400
2015-12-03,166278000,5909600,38627800,2590600
2015-12-04,231108000,4571600,43963700,2757300
2015-12-07,128336800,3279400,30709800,1812300
2015-12-08,137238000,3905200,32878000,1829500
2015-12-09,185445600,4615000,36373200,2700000
2015-12-10,116850800,4222300,31775800,1988400
2015-12-11,187544800,5333800,39549500,2224400
2015-12-14,257274800,5143800,46768900,2412500
2015-12-15,213292400,4238500,39843000,2666200
2015-12-16,224954000,4345500,37503300,1993300
2015-12-17,179091200,4089500,41280900,1553400
2015-12-18,385813200,10026100,84684200,3148700
2015-12-21,190362400,5617500,37246300,1525700
2015-12-22,131157600,4263800,28322200,1365400
2015-12-23,130629600,5164900,27279800,1565900
2015-12-24,54281600,1495200,9558500,527200
2015-12-28,106816800,3143400,22458300,1515300
2015-12-29,123724800,3943700,27731400,1765000
2015-12-30,100855200,2989400,21704500,1293300
2015-12-31,163649200,3462100,27334100,1500900
